day,demand_MWh
08/3/2016,13509403
08/2/2016,13447685
08/1/2016,13382149
07/31/2016,12451461
07/30/2016,12600295
07/29/2016,13496306
07/28/2016,13894828
07/27/2016,14091141
07/26/2016,14141380
07/25/2016,14228335
07/24/2016,13322808
07/23/2016,13635252
07/22/2016,14148411
07/21/2016,14016161
07/20/2016,13648215
07/19/2016,13563456
07/18/2016,13630439
07/17/2016,12331856
07/16/2016,12276552
07/15/2016,13232915
07/14/2016,13645570
07/13/2016,13662284
07/12/2016,13358509
07/11/2016,13059407
07/10/2016,11905232
07/9/2016,12276933
07/8/2016,13392391
07/7/2016,13498310
07/6/2016,13488574
07/5/2016,12945076
07/4/2016,11336353
07/3/2016,11069110
07/2/2016,11366653
07/1/2016,12302391
06/30/2016,12447428
06/29/2016,12539956
06/28/2016,12770510
06/27/2016,13103742
06/26/2016,12203201
06/25/2016,12312942
06/24/2016,12781626
06/23/2016,12994884
06/22/2016,12967773
06/21/2016,12974679
06/20/2016,12949115
06/19/2016,11539824
06/18/2016,11545841
06/17/2016,12387291
06/16/2016,12592786
06/15/2016,12513968
06/14/2016,12123054
06/13/2016,11915500
06/12/2016,11455039
06/11/2016,11760193
06/10/2016,11699347
06/9/2016,11214155
06/8/2016,11253989
06/7/2016,11674088
06/6/2016,11539237
06/5/2016,10675636
06/4/2016,10997167
06/3/2016,11584452
06/2/2016,11519213
06/1/2016,11615481
05/31/2016,11503964
05/30/2016,10506682
05/29/2016,10344113
05/28/2016,10618580
05/27/2016,11165722
05/26/2016,11278790
05/25/2016,11047741
05/24/2016,10602189
05/23/2016,10163432
05/22/2016,9258117
05/21/2016,9369451
05/20/2016,9795509
05/19/2016,9908881
05/18/2016,9953147
05/17/2016,9958036
05/16/2016,9750236
05/15/2016,8851566
05/14/2016,9259513
05/13/2016,10185037
05/12/2016,10399151
05/11/2016,10447298
05/10/2016,10216885
05/9/2016,9757097
05/8/2016,8724301
05/7/2016,8931628
05/6/2016,9564506
05/5/2016,9658009
05/4/2016,9700884
05/3/2016,9865163
05/2/2016,9861019
05/1/2016,9139755
04/30/2016,9231104
04/29/2016,9993727
04/28/2016,10076827
04/27/2016,10003748
04/26/2016,10150740
04/25/2016,9825672
04/24/2016,8787610
04/23/2016,8957855
04/22/2016,9618742
04/21/2016,9682190
04/20/2016,9678167
04/19/2016,9691284
04/18/2016,9585705
04/17/2016,8672832
04/16/2016,8822421
04/15/2016,9463753
04/14/2016,9657469
04/13/2016,9649625
04/12/2016,9698406
04/11/2016,9714021
04/10/2016,9155362
04/9/2016,9281555
04/8/2016,9709159
04/7/2016,9841390
04/6/2016,9966975
04/5/2016,9952885
04/4/2016,9703551
04/3/2016,8854723
04/2/2016,8960773
04/1/2016,9528190
03/31/2016,9683067
03/30/2016,9663186
03/29/2016,9616685
03/28/2016,9582524
03/27/2016,8631455
03/26/2016,8910893
03/25/2016,9299874
03/24/2016,9575792
03/23/2016,9633434
03/22/2016,9878123
03/21/2016,10052021
03/20/2016,9320076
03/19/2016,9210530
03/18/2016,9733985
03/17/2016,9758803
03/16/2016,9827326
03/15/2016,9924123
03/14/2016,9523755
03/13/2016,8510492
03/12/2016,8981107
03/11/2016,9587890
03/10/2016,9672407
03/9/2016,9634685
03/8/2016,9734426
03/7/2016,9919871
03/6/2016,9309216
03/5/2016,9743005
03/4/2016,10482789
03/3/2016,10676505
03/2/2016,10381130
03/1/2016,10083502
02/29/2016,9842744
02/28/2016,9293831
02/27/2016,9922681
02/26/2016,10731711
02/25/2016,10652798
02/24/2016,10512127
02/23/2016,10399097
02/22/2016,9987122
02/21/2016,9072466
02/20/2016,9277284
02/19/2016,10389147
02/18/2016,10734796
02/17/2016,10651615
02/16/2016,10744442
02/15/2016,11335312
02/14/2016,11203336
02/13/2016,11165762
02/12/2016,11415545
02/11/2016,11703980
02/10/2016,11896051
02/9/2016,11661048
02/8/2016,11140811
02/7/2016,10277773
02/6/2016,10536746
02/5/2016,11111762
02/4/2016,10871440
02/3/2016,10545846
02/2/2016,10381697
02/1/2016,10167739
01/31/2016,9455355
01/30/2016,10020670
01/29/2016,10847244
01/28/2016,11166380
01/27/2016,11111352
01/26/2016,11024014
01/25/2016,11331264
01/24/2016,11209532
01/23/2016,11670958
01/22/2016,11935727
01/21/2016,11712023
01/20/2016,12180481
01/19/2016,12671908
01/18/2016,12279612
01/17/2016,10749050
01/16/2016,10308674
01/15/2016,10771704
01/14/2016,11263954
01/13/2016,11883101
01/12/2016,11890341
01/11/2016,12005528
01/10/2016,10028293
01/9/2016,10147195
01/8/2016,10651697
01/7/2016,11061226
01/6/2016,11757100
01/5/2016,12085239
01/4/2016,11506112
01/3/2016,10364445
01/2/2016,10377818
01/1/2016,10198483
12/31/2015,10371655
12/30/2015,10571524
12/29/2015,10645175
12/28/2015,10596519
12/27/2015,9609352
12/26/2015,9338989
12/25/2015,9059196
12/24/2015,9514158
12/23/2015,10083173
12/22/2015,10303271
12/21/2015,10556956
12/20/2015,10293324
12/19/2015,10692347
12/18/2015,10979594
12/17/2015,10793902
12/16/2015,10533049
12/15/2015,10401435
12/14/2015,10212191
12/13/2015,9323073
12/12/2015,9426842
12/11/2015,10032506
12/10/2015,10193751
12/9/2015,10374657
12/8/2015,10471452
12/7/2015,10454620
12/6/2015,9892940
12/5/2015,10195778
12/4/2015,10732842
12/3/2015,10747877
12/2/2015,10596429
12/1/2015,10574318
11/30/2015,10545796
11/29/2015,9584667
11/28/2015,9437551
11/27/2015,9215849
11/26/2015,9109577
11/25/2015,10296298
11/24/2015,10638977
11/23/2015,10791511
11/22/2015,9869934
11/21/2015,9745380
11/20/2015,10070229
11/19/2015,10046190
11/18/2015,10008574
11/17/2015,10052410
11/16/2015,10028885
11/15/2015,9196731
11/14/2015,9333086
11/13/2015,9831278
11/12/2015,9975803
11/11/2015,10015534
11/10/2015,9977080
11/9/2015,10010874
11/8/2015,9047282
11/7/2015,9238523
11/6/2015,9982719
11/5/2015,10115787
11/4/2015,9908953
11/3/2015,9851043
11/2/2015,9781564
11/1/2015,9235118
10/31/2015,9181108
10/30/2015,9757134
10/29/2015,9895570
10/28/2015,9972807
10/27/2015,9918754
10/26/2015,9727132
10/25/2015,8876590
10/24/2015,9208086
10/23/2015,9903202
10/22/2015,10038960
10/21/2015,10089761
10/20/2015,9993223
10/19/2015,9970461
10/18/2015,9130613
10/17/2015,9255161
10/16/2015,9967076
10/15/2015,10276801
10/14/2015,10341535
10/13/2015,10484550
10/12/2015,10394402
10/11/2015,9378577
10/10/2015,9530233
10/9/2015,10437528
10/8/2015,10494638
10/7/2015,10291881
10/6/2015,10090969
10/5/2015,9814112
10/4/2015,8894076
10/3/2015,9245133
10/2/2015,9968813
10/1/2015,10433400
09/30/2015,11098245
09/29/2015,11223481
09/28/2015,11016986
09/27/2015,9844738
09/26/2015,10058026
09/25/2015,10836914
09/24/2015,10981058
09/23/2015,11007175
09/22/2015,10990857
09/21/2015,10938971
09/20/2015,10299284
09/19/2015,10667559
09/18/2015,11472168
09/17/2015,11559754
09/16/2015,11328307
09/15/2015,11072491
09/14/2015,10628267
09/13/2015,9807486
09/12/2015,10337453
09/11/2015,11620899
09/10/2015,12310525
09/9/2015,12814269
09/8/2015,13011004
09/7/2015,11896796
09/6/2015,11496294
09/5/2015,11678256
09/4/2015,12764573
09/3/2015,13117909
09/2/2015,13140980
09/1/2015,13003970
08/31/2015,12617375
08/30/2015,11273323
08/29/2015,11328474
08/28/2015,11815373
08/27/2015,11078336
08/26/2015,11196865
08/25/2015,11481713
08/24/2015,11657128
08/23/2015,10718895
08/22/2015,10847705
08/21/2015,11421369
08/20/2015,11580165
08/19/2015,12139501
08/18/2015,13159804
08/17/2015,13307450
08/16/2015,11658065
08/15/2015,11664360
08/14/2015,12106967
08/13/2015,11997336
08/12/2015,11973899
08/11/2015,12091888
08/10/2015,12066511
08/9/2015,11169713
08/8/2015,11176750
08/7/2015,11804693
08/6/2015,11924057
08/5/2015,12253774
08/4/2015,12342385
08/3/2015,12239951
08/2/2015,11344730
08/1/2015,11452334
07/31/2015,13251972
07/30/2015,13778754
07/29/2015,13946817
07/28/2015,13876121
07/27/2015,13478194
07/26/2015,12299884
07/25/2015,12366177
07/24/2015,12882137
07/23/2015,12809909
07/22/2015,12650811
07/21/2015,13161028
07/20/2015,13515260
07/19/2015,12411629
07/18/2015,12326970
07/17/2015,12598454
07/16/2015,12218099
07/15/2015,12640142
07/14/2015,13045114
07/13/2015,13008458
07/12/2015,11825212
07/11/2015,11796816
07/10/2015,12260060
07/9/2015,12212985
07/8/2015,12097141
07/7/2015,12324240
07/6/2015,12218513
07/5/2015,10825291
07/4/2015,10545918
07/3/2015,10980445
07/2/2015,11652212
07/1/2015,11472894
